Subj,Trial,vWTP,MarketChange,AbsMarketChange,group_0placebo
30,158,0,-1.927834084,1.927834084,0
30,143,0,-1.904334797,1.904334797,0
30,108,0,-1.827284864,1.827284864,0
30,118,-1,-1.752067205,1.752067205,0
30,87,0,-1.70198651,1.70198651,0
30,2,-99,-1.575115818,1.575115818,0
30,103,0,-1.395902137,1.395902137,0
30,110,2,-1.309074463,1.309074463,0
30,41,-99,-1.291492172,1.291492172,0
30,138,0,-1.285452859,1.285452859,0
30,179,2,-1.28479706,1.28479706,0
30,185,25,-1.228571877,1.228571877,0
30,151,1,-1.140593663,1.140593663,0
30,28,0,-1.093763974,1.093763974,0
30,86,1,-1.052414675,1.052414675,0
30,69,-50,-1.000306645,1.000306645,0
30,184,0,-0.674271643,0.674271643,0
30,24,0,-0.636223128,0.636223128,0
30,63,1,-0.628291357,0.628291357,0
30,48,-99,-0.622239745,0.622239745,0
30,16,0,-0.617268308,0.617268308,0
30,181,-3,-0.480920969,0.480920969,0
30,133,-99,-0.325664084,0.325664084,0
30,8,-99,-0.263885335,0.263885335,0
30,71,0,-0.241011615,0.241011615,0
30,126,0,-0.199193302,0.199193302,0
30,192,1,-0.184260626,0.184260626,0
30,4,0,-0.116772196,0.116772196,0
30,97,48,0.012427066,0.012427066,0
30,148,0,0.026726623,0.026726623,0
30,90,-50,0.105179209,0.105179209,0
30,37,2,0.162332022,0.162332022,0
30,79,0,0.190823431,0.190823431,0
30,125,-5,0.229536718,0.229536718,0
30,81,0,0.246366269,0.246366269,0
30,62,-99,0.257371884,0.257371884,0
30,132,-51,0.371565163,0.371565163,0
30,96,-53,0.467842004,0.467842004,0
30,112,0,0.530132866,0.530132866,0
30,161,0,0.539424026,0.539424026,0
30,114,0,0.564818207,0.564818207,0
30,165,0,0.656082699,0.656082699,0
30,78,-99,0.735066861,0.735066861,0
30,95,0,0.778193507,0.778193507,0
30,30,50,0.816196703,0.816196703,0
30,153,-59,1.081514473,1.081514473,0
30,177,0,1.155291463,1.155291463,0
30,137,1,1.204452566,1.204452566,0
30,17,0,1.245546528,1.245546528,0
30,167,0,1.348658584,1.348658584,0
30,106,0,1.447712763,1.447712763,0
30,1,51,1.548350376,1.548350376,0
30,39,-51,1.668496997,1.668496997,0
30,109,49,1.992499497,1.992499497,0
30,100,0,1.995950511,1.995950511,0
30,164,-47,2.004877815,2.004877815,0
30,175,-1,2.044154382,2.044154382,0
30,91,0,2.107920279,2.107920279,0
30,52,-99,2.279615859,2.279615859,0
30,172,0,2.306040898,2.306040898,0
30,32,-99,2.519891042,2.519891042,0
30,191,-1,2.536859823,2.536859823,0
30,144,2,2.720197872,2.720197872,0
30,55,0,2.7555133,2.7555133,0
30,22,99,2.762971836,2.762971836,0
30,169,0,2.837272166,2.837272166,0
30,12,0,2.881757416,2.881757416,0
30,199,-1,2.966672781,2.966672781,0
30,170,-51,3.016063586,3.016063586,0
30,146,-47,3.017921784,3.017921784,0
30,23,0,3.043699666,3.043699666,0
30,160,0,3.173605403,3.173605403,0
30,40,-52,3.214314548,3.214314548,0
30,182,-5,3.44016463,3.44016463,0
30,53,-50,3.492189737,3.492189737,0
30,155,-1,3.696278833,3.696278833,0
30,104,0,3.780311348,3.780311348,0
30,74,1,3.861405386,3.861405386,0
30,54,1,3.892169025,3.892169025,0
30,166,-2,3.939522487,3.939522487,0
30,58,-3,4.058767175,4.058767175,0
30,193,0,4.181581155,4.181581155,0
30,196,-1,4.275379629,4.275379629,0
30,61,0,4.434770119,4.434770119,0
30,21,-1,4.561070501,4.561070501,0
30,117,3,4.711439126,4.711439126,0
30,102,0,4.845529522,4.845529522,0
30,135,0,4.926026874,4.926026874,0
30,44,52,4.993241509,4.993241509,0
30,149,0,5.112837487,5.112837487,0
30,35,-45,5.164643546,5.164643546,0
30,6,-99,5.31157406,5.31157406,0
30,60,50,5.327565885,5.327565885,0
30,141,0,5.334517286,5.334517286,0
30,80,-46,5.442775179,5.442775179,0
30,99,0,5.747463837,5.747463837,0
30,186,0,5.956057172,5.956057172,0
30,150,-52,6.235300259,6.235300259,0
30,119,52,6.244124399,6.244124399,0
30,198,0,6.250613254,6.250613254,0
30,57,50,6.3525076,6.3525076,0
30,7,0,6.3779972,6.3779972,0
30,10,-99,6.40370904,6.40370904,0
30,73,-48,6.528302368,6.528302368,0
30,82,0,6.605850388,6.605850388,0
30,84,0,6.731666673,6.731666673,0
30,134,0,6.835135013,6.835135013,0
30,200,1,7.214640873,7.214640873,0
30,14,-99,7.279487097,7.279487097,0
30,183,0,7.42686114,7.42686114,0
30,42,0,7.477518858,7.477518858,0
30,64,0,7.760142369,7.760142369,0
30,29,1,7.833971716,7.833971716,0
30,20,-53,8.371737322,8.371737322,0
30,13,0,8.465554337,8.465554337,0
30,124,-45,8.477516774,8.477516774,0
30,174,0,8.583769422,8.583769422,0
30,88,-2,8.664460244,8.664460244,0
30,168,-43,8.683609725,8.683609725,0
30,157,0,9.179457719,9.179457719,0
30,46,0,9.395381993,9.395381993,0
30,83,-49,10.01011012,10.01011012,0
30,190,5,10.28981794,10.28981794,0
30,122,48,10.94900748,10.94900748,0
30,34,-48,11.66046808,11.66046808,0
30,113,1,12.19171197,12.19171197,0
30,111,0,12.57170934,12.57170934,0
30,130,99,13.77040947,13.77040947,0
31,111,1,-13.86597772,13.86597772,0
31,43,2,-13.5451261,13.5451261,0
31,160,0,-11.94155257,11.94155257,0
31,53,0,-11.04327303,11.04327303,0
31,102,0,-10.94352994,10.94352994,0
31,186,0,-10.31785542,10.31785542,0
31,169,-1,-9.751729249,9.751729249,0
31,191,1,-9.576076843,9.576076843,0
31,28,0,-9.566603581,9.566603581,0
31,113,-2,-8.994487792,8.994487792,0
31,26,0,-8.231885161,8.231885161,0
31,195,0,-8.089493136,8.089493136,0
31,147,1,-8.080870452,8.080870452,0
31,50,-1,-7.438980018,7.438980018,0
31,177,0,-7.425772748,7.425772748,0
31,76,0,-6.86093848,6.86093848,0
31,54,1,-6.788044444,6.788044444,0
31,73,0,-6.686363795,6.686363795,0
31,64,0,-6.522284815,6.522284815,0
31,34,17,-6.510611804,6.510611804,0
31,120,0,-6.197938033,6.197938033,0
31,149,0,-6.035176724,6.035176724,0
31,100,0,-5.908592856,5.908592856,0
31,144,0,-5.648861557,5.648861557,0
31,131,0,-5.412627928,5.412627928,0
31,35,-1,-5.264867964,5.264867964,0
31,150,0,-5.123444703,5.123444703,0
31,19,0,-4.851774752,4.851774752,0
31,192,0,-4.847943356,4.847943356,0
31,142,-2,-4.725776101,4.725776101,0
31,199,1,-4.628949453,4.628949453,0
31,89,0,-4.622790541,4.622790541,0
31,154,-2,-4.468892844,4.468892844,0
31,138,0,-4.207101,4.207101,0
31,114,4,-4.152890872,4.152890872,0
31,52,1,-4.059056206,4.059056206,0
31,91,0,-4.027069252,4.027069252,0
31,95,0,-3.957755738,3.957755738,0
31,48,0,-3.933771585,3.933771585,0
31,7,0,-3.882683368,3.882683368,0
31,159,0,-3.855325896,3.855325896,0
31,182,0,-3.755842922,3.755842922,0
31,67,0,-3.575094057,3.575094057,0
31,140,3,-3.450441994,3.450441994,0
31,70,-1,-3.434651615,3.434651615,0
31,153,0,-3.406632607,3.406632607,0
31,181,0,-3.306038531,3.306038531,0
31,112,0,-3.230472941,3.230472941,0
31,141,0,-3.107412526,3.107412526,0
31,77,0,-3.093272753,3.093272753,0
31,162,0,-3.03645861,3.03645861,0
31,185,0,-2.974348454,2.974348454,0
31,121,-1,-2.868383223,2.868383223,0
31,58,0,-2.854977133,2.854977133,0
31,82,1,-2.707787355,2.707787355,0
31,174,-1,-2.518113164,2.518113164,0
31,101,0,-2.497841423,2.497841423,0
31,21,0,-2.465896925,2.465896925,0
31,130,-1,-2.335441428,2.335441428,0
31,190,0,-2.292328758,2.292328758,0
31,165,-1,-2.280809199,2.280809199,0
31,98,0,-2.277129439,2.277129439,0
31,79,1,-2.272432198,2.272432198,0
31,163,-1,-2.186589628,2.186589628,0
31,55,0,-2.171951414,2.171951414,0
31,96,1,-2.110401151,2.110401151,0
31,88,0,-2.049782403,2.049782403,0
31,183,1,-2.022215298,2.022215298,0
31,126,1,-1.861645297,1.861645297,0
31,83,1,-1.742123654,1.742123654,0
31,42,-1,-1.725002279,1.725002279,0
31,176,-1,-1.720925908,1.720925908,0
31,33,0,-1.65744741,1.65744741,0
31,184,-1,-1.624710317,1.624710317,0
31,103,2,-1.606460044,1.606460044,0
31,132,0,-1.175335831,1.175335831,0
31,135,2,-1.130990708,1.130990708,0
31,37,0,-1.088278506,1.088278506,0
31,164,0,-1.029464632,1.029464632,0
31,20,0,-0.972012154,0.972012154,0
31,49,1,-0.946715173,0.946715173,0
31,90,-1,-0.903567724,0.903567724,0
31,2,99,-0.7947175,0.7947175,0
31,193,0,-0.770248755,0.770248755,0
31,47,0,-0.735500083,0.735500083,0
31,84,0,-0.627622479,0.627622479,0
31,65,0,-0.569066746,0.569066746,0
31,38,0,-0.39779308,0.39779308,0
31,46,0,-0.368070903,0.368070903,0
31,117,-1,-0.350076567,0.350076567,0
31,125,0,-0.196921522,0.196921522,0
31,152,2,-0.169774104,0.169774104,0
31,41,0,-0.152259423,0.152259423,0
31,118,0,-0.141551974,0.141551974,0
31,10,0,-0.092734157,0.092734157,0
31,127,1,-0.034850478,0.034850478,0
31,11,0,0.022138544,0.022138544,0
31,137,0,0.032356103,0.032356103,0
31,155,2,0.061685511,0.061685511,0
31,166,0,0.169219422,0.169219422,0
31,40,2,0.225658031,0.225658031,0
31,146,1,0.233772137,0.233772137,0
31,115,0,0.287588087,0.287588087,0
31,106,0,0.345110515,0.345110515,0
31,97,0,0.402229076,0.402229076,0
31,8,0,0.521283762,0.521283762,0
31,86,0,0.52184803,0.52184803,0
31,108,0,0.643645352,0.643645352,0
31,168,1,0.710862527,0.710862527,0
31,110,0,0.947165115,0.947165115,0
31,56,1,1.02306079,1.02306079,0
31,66,0,1.222733673,1.222733673,0
31,122,0,1.230043359,1.230043359,0
31,198,0,1.238879364,1.238879364,0
31,9,0,1.32113308,1.32113308,0
31,60,0,1.512976244,1.512976244,0
31,85,1,1.546594954,1.546594954,0
31,123,0,1.56837316,1.56837316,0
31,72,-1,1.824179986,1.824179986,0
31,57,0,1.828602333,1.828602333,0
31,171,0,1.880357821,1.880357821,0
31,68,0,1.889106576,1.889106576,0
31,74,0,2.028170044,2.028170044,0
31,188,0,2.373620018,2.373620018,0
31,136,1,2.431887643,2.431887643,0
31,200,0,2.433578744,2.433578744,0
31,93,0,2.569353957,2.569353957,0
31,170,0,2.611449735,2.611449735,0
31,17,0,2.719914866,2.719914866,0
31,161,0,2.931547961,2.931547961,0
31,129,0,3.163145595,3.163145595,0
31,145,0,3.210872365,3.210872365,0
31,71,0,3.317742681,3.317742681,0
31,94,2,3.325090586,3.325090586,0
31,12,0,3.336296977,3.336296977,0
31,178,0,3.355404772,3.355404772,0
31,39,-2,3.358654266,3.358654266,0
31,61,0,3.39633992,3.39633992,0
31,128,0,3.414985179,3.414985179,0
31,81,-1,3.418035362,3.418035362,0
31,18,0,3.495604666,3.495604666,0
31,133,0,3.539402589,3.539402589,0
31,69,1,3.543996321,3.543996321,0
31,62,0,3.580979862,3.580979862,0
31,44,0,3.603274855,3.603274855,0
31,104,2,3.768061445,3.768061445,0
31,29,0,3.912603,3.912603,0
31,167,1,3.935241665,3.935241665,0
31,80,-1,3.942249318,3.942249318,0
31,148,2,3.982459821,3.982459821,0
31,139,1,3.991765321,3.991765321,0
31,197,0,4.210307405,4.210307405,0
31,63,1,4.21991062,4.21991062,0
31,180,1,4.224712193,4.224712193,0
31,92,1,4.242217573,4.242217573,0
31,36,2,4.291402679,4.291402679,0
31,143,-2,4.654930764,4.654930764,0
31,30,20,4.679430242,4.679430242,0
31,175,0,4.740922201,4.740922201,0
31,119,0,4.758592786,4.758592786,0
31,27,0,4.778696034,4.778696034,0
31,151,-1,4.844894328,4.844894328,0
31,134,1,5.054723375,5.054723375,0
31,59,0,5.290117946,5.290117946,0
31,51,0,6.144582637,6.144582637,0
31,22,0,6.199739983,6.199739983,0
31,99,2,6.54807107,6.54807107,0
31,31,0,6.802994599,6.802994599,0
31,194,0,6.934660725,6.934660725,0
31,109,-1,7.164719677,7.164719677,0
31,196,0,7.377530915,7.377530915,0
31,107,0,7.613255899,7.613255899,0
31,45,2,7.79397329,7.79397329,0
31,157,0,8.115622148,8.115622148,0
31,78,0,8.395030169,8.395030169,0
31,173,0,8.597225163,8.597225163,0
31,75,0,8.953263311,8.953263311,0
31,189,0,9.033745598,9.033745598,0
31,172,0,9.215732442,9.215732442,0
31,179,0,9.51845995,9.51845995,0
31,158,2,9.57974193,9.57974193,0
31,32,0,9.801581402,9.801581402,0
31,116,1,9.837798398,9.837798398,0
31,105,0,10.78438219,10.78438219,0
31,5,0,11.07353234,11.07353234,0
31,187,0,11.35885314,11.35885314,0
31,87,2,14.26957522,14.26957522,0
31,124,0,16.23311377,16.23311377,0
32,141,2,-12.90437806,12.90437806,0
32,63,1,-12.80610967,12.80610967,0
32,41,0,-12.68381896,12.68381896,0
32,151,-1,-12.28311621,12.28311621,0
32,196,0,-12.11280604,12.11280604,0
32,184,1,-12.09440292,12.09440292,0
32,90,0,-11.33744942,11.33744942,0
32,47,0,-11.2267842,11.2267842,0
32,158,0,-10.91193388,10.91193388,0
32,148,-1,-10.64319737,10.64319737,0
32,34,0,-10.33225961,10.33225961,0
32,126,0,-9.390628673,9.390628673,0
32,176,0,-8.82656571,8.82656571,0
32,9,27,-8.560080596,8.560080596,0
32,44,0,-8.425718119,8.425718119,0
32,69,0,-8.303466458,8.303466458,0
32,135,0,-7.425589422,7.425589422,0
32,7,0,-7.422994614,7.422994614,0
32,2,-1,-7.383786491,7.383786491,0
32,97,0,-7.263992823,7.263992823,0
32,120,0,-7.230629778,7.230629778,0
32,109,22,-7.050654012,7.050654012,0
32,81,-1,-6.351058603,6.351058603,0
32,15,0,-6.314555675,6.314555675,0
32,146,0,-5.862605743,5.862605743,0
32,108,0,-5.691033599,5.691033599,0
32,77,0,-5.648383411,5.648383411,0
32,107,0,-5.595263216,5.595263216,0
32,106,0,-5.501564436,5.501564436,0
32,52,0,-5.43658529,5.43658529,0
32,163,-1,-5.413637213,5.413637213,0
32,33,0,-5.339003116,5.339003116,0
32,181,0,-5.298306564,5.298306564,0
32,91,0,-5.161960067,5.161960067,0
32,161,0,-5.07856307,5.07856307,0
32,84,0,-5.028234129,5.028234129,0
32,175,0,-4.857491283,4.857491283,0
32,130,0,-4.796173361,4.796173361,0
32,171,-1,-4.558040851,4.558040851,0
32,103,0,-4.546505573,4.546505573,0
32,94,0,-4.440762097,4.440762097,0
32,194,0,-4.42580742,4.42580742,0
32,19,0,-4.276595875,4.276595875,0
32,72,0,-4.153974848,4.153974848,0
32,198,0,-4.135240781,4.135240781,0
32,86,0,-3.517929119,3.517929119,0
32,164,-1,-3.462047392,3.462047392,0
32,18,0,-3.411335507,3.411335507,0
32,182,0,-3.369856774,3.369856774,0
32,190,0,-3.348458712,3.348458712,0
32,28,0,-3.295480687,3.295480687,0
32,22,0,-3.222579335,3.222579335,0
32,37,0,-3.022621385,3.022621385,0
32,30,0,-2.958678996,2.958678996,0
32,85,0,-2.882786197,2.882786197,0
32,112,0,-2.838923749,2.838923749,0
32,159,0,-2.644144863,2.644144863,0
32,125,0,-2.483818903,2.483818903,0
32,169,0,-2.481907203,2.481907203,0
32,193,-1,-2.438766062,2.438766062,0
32,145,0,-2.437798062,2.437798062,0
32,180,0,-2.344583606,2.344583606,0
32,23,0,-2.248941687,2.248941687,0
32,200,-1,-2.216196081,2.216196081,0
32,111,0,-2.207989975,2.207989975,0
32,55,0,-2.178245603,2.178245603,0
32,121,0,-2.150507909,2.150507909,0
32,149,1,-2.066571858,2.066571858,0
32,59,0,-2.015395175,2.015395175,0
32,156,0,-2.01250921,2.01250921,0
32,31,0,-1.971527754,1.971527754,0
32,3,0,-1.843507513,1.843507513,0
32,185,0,-1.691564775,1.691564775,0
32,21,0,-1.667882872,1.667882872,0
32,76,0,-1.625650614,1.625650614,0
32,96,0,-1.470403141,1.470403141,0
32,128,0,-1.302114023,1.302114023,0
32,113,0,-1.242674243,1.242674243,0
32,82,0,-1.235515567,1.235515567,0
32,70,0,-1.211908266,1.211908266,0
32,38,0,-1.180176554,1.180176554,0
32,179,0,-1.068785643,1.068785643,0
32,199,-1,-1.047890616,1.047890616,0
32,25,0,-1.025740477,1.025740477,0
32,8,-1,-0.995144572,0.995144572,0
32,139,-1,-0.95866239,0.95866239,0
32,60,0,-0.733003556,0.733003556,0
32,36,0,-0.628426013,0.628426013,0
32,11,-2,-0.602196832,0.602196832,0
32,48,0,-0.462890297,0.462890297,0
32,92,0,-0.412731314,0.412731314,0
32,24,0,-0.38783416,0.38783416,0
32,186,1,-0.34490076,0.34490076,0
32,197,-1,0.079513227,0.079513227,0
32,105,0,0.100765592,0.100765592,0
32,170,0,0.172013805,0.172013805,0
32,127,0,0.337931164,0.337931164,0
32,16,0,0.340671891,0.340671891,0
32,110,0,0.486887897,0.486887897,0
32,152,0,0.525320146,0.525320146,0
32,155,-1,0.534368061,0.534368061,0
32,133,0,0.603933752,0.603933752,0
32,124,1,0.609254721,0.609254721,0
32,114,0,0.657209066,0.657209066,0
32,14,0,0.772934239,0.772934239,0
32,54,0,0.821421963,0.821421963,0
32,98,0,0.864446624,0.864446624,0
32,56,0,0.875285351,0.875285351,0
32,115,0,1.003457531,1.003457531,0
32,45,0,1.033018616,1.033018616,0
32,49,0,1.143874247,1.143874247,0
32,117,0,1.321250832,1.321250832,0
32,50,0,1.385922345,1.385922345,0
32,101,1,1.648161347,1.648161347,0
32,191,0,1.680835724,1.680835724,0
32,132,0,1.733167422,1.733167422,0
32,80,0,1.792203634,1.792203634,0
32,173,0,1.853789527,1.853789527,0
32,137,0,1.85430722,1.85430722,0
32,167,1,1.914854014,1.914854014,0
32,177,0,1.954269048,1.954269048,0
32,46,0,2.195091325,2.195091325,0
32,29,0,2.206729199,2.206729199,0
32,138,0,2.261527818,2.261527818,0
32,65,0,2.312072551,2.312072551,0
32,27,0,2.368607055,2.368607055,0
32,87,0,2.447853745,2.447853745,0
32,66,0,2.502039988,2.502039988,0
32,39,0,2.721478256,2.721478256,0
32,168,0,2.745818098,2.745818098,0
32,83,0,2.750435654,2.750435654,0
32,53,-1,2.806009136,2.806009136,0
32,58,0,2.845871175,2.845871175,0
32,142,0,3.065655965,3.065655965,0
32,67,0,3.116563296,3.116563296,0
32,178,0,3.143614286,3.143614286,0
32,62,0,3.145534078,3.145534078,0
32,79,-1,3.235743842,3.235743842,0
32,12,0,3.32351835,3.32351835,0
32,42,0,3.32472032,3.32472032,0
32,35,0,3.481366858,3.481366858,0
32,95,0,3.553398047,3.553398047,0
32,157,0,3.612208102,3.612208102,0
32,140,0,3.625100289,3.625100289,0
32,134,-1,3.795617432,3.795617432,0
32,100,0,3.937255186,3.937255186,0
32,154,0,4.05580117,4.05580117,0
32,57,0,4.15847583,4.15847583,0
32,183,0,4.328579028,4.328579028,0
32,43,-1,4.380591556,4.380591556,0
32,160,0,4.406098345,4.406098345,0
32,26,0,4.679967703,4.679967703,0
32,6,0,4.68672279,4.68672279,0
32,116,0,4.770691787,4.770691787,0
32,5,0,4.824972779,4.824972779,0
32,88,0,4.882983846,4.882983846,0
32,40,-1,4.94116586,4.94116586,0
32,144,0,4.984580985,4.984580985,0
32,136,0,5.023116387,5.023116387,0
32,64,-1,5.048782117,5.048782117,0
32,118,0,5.068340732,5.068340732,0
32,89,0,5.167481353,5.167481353,0
32,143,0,5.369842175,5.369842175,0
32,4,0,5.487955095,5.487955095,0
32,189,0,5.581783891,5.581783891,0
32,131,0,5.678120213,5.678120213,0
32,78,-1,5.751742375,5.751742375,0
32,104,0,5.840583948,5.840583948,0
32,13,0,5.911682375,5.911682375,0
32,188,0,5.912310625,5.912310625,0
32,129,0,6.05380139,6.05380139,0
32,187,-1,6.129366333,6.129366333,0
32,192,0,6.267801651,6.267801651,0
32,162,0,6.359890597,6.359890597,0
32,166,0,6.437670988,6.437670988,0
32,147,0,6.577882025,6.577882025,0
32,10,12,7.115246843,7.115246843,0
32,165,0,7.145524525,7.145524525,0
32,32,0,7.241506907,7.241506907,0
32,99,0,7.264953501,7.264953501,0
32,153,-1,7.266057719,7.266057719,0
32,93,1,7.354570785,7.354570785,0
32,20,0,7.498830625,7.498830625,0
32,119,-1,7.670878872,7.670878872,0
32,122,0,7.677602562,7.677602562,0
32,68,0,7.773285176,7.773285176,0
32,172,0,7.776671114,7.776671114,0
32,1,0,8.285872791,8.285872791,0
32,174,0,8.65150144,8.65150144,0
32,123,1,8.749038226,8.749038226,0
32,195,-3,8.921317928,8.921317928,0
32,17,0,10.13443224,10.13443224,0
32,102,0,10.27288142,10.27288142,0
32,75,-1,11.70364324,11.70364324,0
32,150,0,13.40785296,13.40785296,0
33,77,59,-12.96455332,12.96455332,0
33,22,-54,-12.03518416,12.03518416,0
33,98,30,-11.88119703,11.88119703,0
33,35,73,-10.84959188,10.84959188,0
33,112,26,-10.81048467,10.81048467,0
33,82,35,-10.68907254,10.68907254,0
33,41,47,-10.66671024,10.66671024,0
33,196,23,-10.13009313,10.13009313,0
33,179,24,-10.02545794,10.02545794,0
33,199,27,-9.806747198,9.806747198,0
33,116,30,-9.785870533,9.785870533,0
33,150,26,-9.136467882,9.136467882,0
33,110,21,-8.959190003,8.959190003,0
33,19,41,-7.493067051,7.493067051,0
33,14,53,-7.339380495,7.339380495,0
33,160,-32,-6.976922304,6.976922304,0
33,81,8,-6.859040043,6.859040043,0
33,149,-49,-6.629167625,6.629167625,0
33,95,20,-6.457425573,6.457425573,0
33,84,22,-6.402338255,6.402338255,0
33,138,19,-6.341566022,6.341566022,0
33,63,8,-6.226309469,6.226309469,0
33,184,14,-6.145215541,6.145215541,0
33,7,25,-6.137171823,6.137171823,0
33,102,20,-5.726867411,5.726867411,0
33,69,19,-5.684576311,5.684576311,0
33,9,14,-5.676537407,5.676537407,0
33,134,20,-5.663347929,5.663347929,0
33,92,-33,-5.520041413,5.520041413,0
33,74,13,-5.372809187,5.372809187,0
33,33,31,-5.250739248,5.250739248,0
33,187,10,-5.202450502,5.202450502,0
33,80,-34,-4.661052887,4.661052887,0
33,88,0,-4.412079311,4.412079311,0
33,144,-22,-4.396323744,4.396323744,0
33,119,25,-4.306571226,4.306571226,0
33,162,6,-4.237167162,4.237167162,0
33,155,-17,-4.222231271,4.222231271,0
33,27,10,-4.123275222,4.123275222,0
33,52,16,-4.120495426,4.120495426,0
33,46,-13,-4.106105372,4.106105372,0
33,122,-23,-4.024277146,4.024277146,0
33,186,-22,-3.9920537,3.9920537,0
33,101,19,-3.886576705,3.886576705,0
33,164,-50,-3.750303484,3.750303484,0
33,103,22,-3.749555642,3.749555642,0
33,175,-46,-3.626246205,3.626246205,0
33,62,4,-3.453731344,3.453731344,0
33,48,-32,-3.445529922,3.445529922,0
33,147,-28,-3.102514958,3.102514958,0
33,198,-23,-3.077339249,3.077339249,0
33,157,-49,-3.003585341,3.003585341,0
33,173,-31,-2.985324553,2.985324553,0
33,130,-41,-2.977210948,2.977210948,0
33,161,-47,-2.952655978,2.952655978,0
33,118,-35,-2.893016372,2.893016372,0
33,43,-19,-2.802522241,2.802522241,0
33,16,-37,-2.766763221,2.766763221,0
33,136,-29,-2.759424632,2.759424632,0
33,53,-26,-2.737794455,2.737794455,0
33,89,-50,-2.615389338,2.615389338,0
33,38,-20,-2.533932091,2.533932091,0
33,154,-31,-2.475751423,2.475751423,0
33,2,-47,-2.22614719,2.22614719,0
33,40,-31,-2.14663434,2.14663434,0
33,177,-15,-2.013472199,2.013472199,0
33,109,-46,-1.987740329,1.987740329,0
33,57,-50,-1.977473422,1.977473422,0
33,1,10,-1.928299865,1.928299865,0
33,182,1,-1.892181876,1.892181876,0
33,115,-50,-1.802233452,1.802233452,0
33,125,-14,-1.716435934,1.716435934,0
33,191,-26,-1.596700473,1.596700473,0
33,143,-15,-1.40169919,1.40169919,0
33,151,15,-1.272254846,1.272254846,0
33,10,-74,-1.163903025,1.163903025,0
33,76,-49,-1.151281172,1.151281172,0
33,8,-42,-1.144656644,1.144656644,0
33,139,-40,-1.144381752,1.144381752,0
33,23,0,-1.109996542,1.109996542,0
33,124,-50,-1.088309921,1.088309921,0
33,189,-50,-1.070060365,1.070060365,0
33,34,-27,-1.048886791,1.048886791,0
33,26,-72,-0.821874025,0.821874025,0
33,127,-52,-0.746348024,0.746348024,0
33,170,-50,-0.613867413,0.613867413,0
33,60,-68,-0.559286556,0.559286556,0
33,54,-37,-0.298862365,0.298862365,0
33,113,0,-0.287092686,0.287092686,0
33,72,-72,-0.262517754,0.262517754,0
33,59,-72,-0.165230109,0.165230109,0
33,87,-50,-0.150453446,0.150453446,0
33,6,-18,-0.10676028,0.10676028,0
33,67,-70,-0.057780463,0.057780463,0
33,178,-47,-0.048852387,0.048852387,0
33,190,-31,-0.028312066,0.028312066,0
33,83,-51,0.044381666,0.044381666,0
33,11,-13,0.085500014,0.085500014,0
33,117,-49,0.13099728,0.13099728,0
33,71,-56,0.137015926,0.137015926,0
33,85,-33,0.140149982,0.140149982,0
33,65,-63,0.172535489,0.172535489,0
33,32,-14,0.228915531,0.228915531,0
33,166,-48,0.235032681,0.235032681,0
33,158,-32,0.341747068,0.341747068,0
33,21,-81,0.471466374,0.471466374,0
33,121,-48,0.532724306,0.532724306,0
33,49,-26,0.795593819,0.795593819,0
33,15,-46,0.847970138,0.847970138,0
33,185,-44,0.862321564,0.862321564,0
33,180,-23,0.905097316,0.905097316,0
33,18,25,0.916424341,0.916424341,0
33,129,-47,0.95804903,0.95804903,0
33,17,-37,0.994677954,0.994677954,0
33,172,-48,1.047644602,1.047644602,0
33,96,-36,1.061150933,1.061150933,0
33,106,-44,1.088865286,1.088865286,0
33,133,13,1.103664782,1.103664782,0
33,5,-25,1.141705433,1.141705433,0
33,194,-49,1.24601887,1.24601887,0
33,31,8,1.259213725,1.259213725,0
33,29,-13,1.278609251,1.278609251,0
33,192,-26,1.304036843,1.304036843,0
33,146,-27,1.314298137,1.314298137,0
33,30,22,1.544378295,1.544378295,0
33,195,-47,1.59716145,1.59716145,0
33,126,15,1.631270391,1.631270391,0
33,168,-37,1.704636014,1.704636014,0
33,64,-12,1.726748459,1.726748459,0
33,86,-26,1.779585027,1.779585027,0
33,132,-12,1.900244419,1.900244419,0
33,140,14,1.901977025,1.901977025,0
33,50,-12,1.959270992,1.959270992,0
33,37,0,2.031580545,2.031580545,0
33,70,-26,2.091620001,2.091620001,0
33,169,11,2.130000127,2.130000127,0
33,120,-30,2.254698287,2.254698287,0
33,181,14,2.402387567,2.402387567,0
33,188,-22,2.442258476,2.442258476,0
33,90,-37,2.601095707,2.601095707,0
33,135,-31,2.956299225,2.956299225,0
33,165,-39,3.058568198,3.058568198,0
33,156,-28,3.072405955,3.072405955,0
33,197,-29,3.200177951,3.200177951,0
33,141,31,3.220568181,3.220568181,0
33,100,47,3.277527674,3.277527674,0
33,75,-2,3.277555188,3.277555188,0
33,55,14,3.366855027,3.366855027,0
33,68,22,3.373101366,3.373101366,0
33,183,14,3.44417998,3.44417998,0
33,167,8,3.469362728,3.469362728,0
33,28,-16,3.496437959,3.496437959,0
33,131,7,3.516708479,3.516708479,0
33,174,12,3.772756005,3.772756005,0
33,44,-2,3.936970109,3.936970109,0
33,104,-18,4.040063043,4.040063043,0
33,137,23,4.230634341,4.230634341,0
33,128,29,4.318175549,4.318175549,0
33,58,28,4.487588199,4.487588199,0
33,24,40,4.491367544,4.491367544,0
33,45,36,4.617617815,4.617617815,0
33,42,5,4.703037839,4.703037839,0
